NCTId,BriefTitle,Condition,Phase,StudyType,InterventionType,InterventionName,Enrollment,StartDate,PrimaryCompletionDate,OverallStatus,LeadSponsorName,planned_enrollment,num_conditions,num_interventions,planned_duration_days,sponsor_type_industry,intervention_type,start_year,has_multiple_conditions,has_multiple_interventions,is_large_trial,label
NCT00503724,Enzastaurin in Treating Young Patients With Refractory Primary CNS Tumors,Brain and Central Nervous System Tumors; Neuroblastoma,PHASE1,INTERVENTIONAL,DRUG,enzastaurin hydrochloride,32,2007-06,2010-05,COMPLETED,Pediatric Brain Tumor Consortium,32.0,2,1,1065.0,0,DRUG,2007.0,1,0,0,1.0
NCT00605046,Evaluation of [123I] AV151 and SPECT in Subjects w/ AD in Comparison to Healthy Subjects,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG,SPECT scan,1,2007-08,2008-06,TERMINATED,Institute for Neurodegenerative Disorders,1.0,1,1,305.0,0,DRUG,2007.0,0,0,0,0.0
NCT02283840,Single Dose Crossover Comparative Bioavailability Study of Eslicarbazepine Acetate Versus To-be-marketed Formulation,Epilepsy,PHASE1,INTERVENTIONAL,DRUG,BIA 2-093,60,2007-05,2007-06,COMPLETED,Bial - Portela C S.A.,60.0,1,1,31.0,0,DRUG,2007.0,0,0,0,1.0
NCT00633139,Long-term Metazym Treatment of Patients With Late Infantile Metachromatic Leukodystrophy (MLD),Late Infantile Metachromatic Leukodystrophy,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,Recombinant human Arylsulfatase A (rhASA),13,2007-01-22,2008-11-25,COMPLETED,Shire,13.0,1,1,673.0,0,BIOLOGICAL,2007.0,0,0,0,1.0
NCT00692510,Drug Interaction Study Between AZD3480 and Cytochrome P450,Metabolism; Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,"AZD3480; Placebo; Cocktail mix (Caffeine, Bupropion, Rosiglitazone, Omeprazole, Midazolam, Bilirubin)",18,2007-11,2008-09,COMPLETED,AstraZeneca,18.0,2,3,305.0,0,DRUG,2007.0,1,1,0,1.0
NCT00548353,A Study of Gastric Delay in Migraine Patients (3207-003),Migraine Disorders,PHASE1,INTERVENTIONAL,DRUG; DRUG,MK3207; Comparator: Placebo (unspecified),22,2007-08,2008-04,COMPLETED,Merck Sharp & Dohme LLC,22.0,1,2,244.0,1,DRUG,2007.0,0,1,0,1.0
NCT00499200,"Study Evaluating Safety, Tolerability, Pharmacokinetics and 5 HT1A Receptor Occupancy",Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG,SRA-444,42,2007-10,2008-06,COMPLETED,Wyeth is now a wholly owned subsidiary of Pfizer,42.0,1,1,244.0,0,DRUG,2007.0,0,0,0,1.0
NCT00441987,Study Evaluating the Safety and Pharmacokinetics of a Single Dose of GSI-953,Healthy,PHASE1,INTERVENTIONAL,DRUG,GSI-953,96,2007-02,2009-07,COMPLETED,Wyeth is now a wholly owned subsidiary of Pfizer,96.0,1,1,881.0,0,DRUG,2007.0,0,0,0,1.0
NCT00464334,A Study of V950 in People With Alzheimer Disease (V950-001 AM7),Alzheimer Disease,PHASE1,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL; BIOLOGICAL,V950; ISCOMATRIX™; Placebo to V950,86,2007-03,2012-01,COMPLETED,Merck Sharp & Dohme LLC,86.0,1,3,1767.0,1,BIOLOGICAL,2007.0,0,1,0,1.0
NCT00559702,Safety Study of Natalizumab to Treat Multiple Sclerosis (MS),Relapsing-Remitting Multiple Sclerosis; Secondary Progressive Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG; OTHER,natalizumab; standard of care,76,2007-10,2011-11,COMPLETED,Biogen,76.0,2,2,1492.0,0,DRUG,2007.0,1,1,0,1.0
NCT00580593,Trial of Early Noninvasive Ventilation for Amyotrophic Lateral Sclerosis (ALS),Amyotrophic Lateral Sclerosis,PHASE1,INTERVENTIONAL,DEVICE; OTHER,BiPAP® S/T System; sham-NIPPV,60,2007-04,2012-03,COMPLETED,University of Michigan,60.0,1,2,1796.0,0,DEVICE,2007.0,0,1,0,1.0
NCT00525668,Sunphenon Epigallocatechin-gallate (EGCg) in Relapsing-remitting Multiple Sclerosis (SuniMS Study),Relapsing-remitting Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,epigallocatechin-gallate (Sunphenon); placebo,120,2007-09,2012-11,COMPLETED,"Charite University, Berlin, Germany",120.0,1,2,1888.0,0,DRUG,2007.0,0,1,1,1.0
NCT00563732,Study Evaluating Potential Pharmacokinetic (PK) Interaction Between Lecozotan and Digoxin,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG,Lecozotan,,2007-12,2008-09,COMPLETED,Wyeth is now a wholly owned subsidiary of Pfizer,,1,1,275.0,0,DRUG,2007.0,0,0,0,1.0
NCT00701389,"Study to Evaluate the Safety, Tolerability, and Blood Pressure Effect of an Oral Dose of Sumatriptan Alone and in Combination With MK-0974 (Telcagepant) in Migraine Patients (0974-026)",Migraine Disorders,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,telcagepant potassium; sumatriptan; sumatriptan placebo; telcagepant potassium placebo,24,2007-11-20,2008-04-10,COMPLETED,Merck Sharp & Dohme LLC,24.0,1,4,142.0,1,DRUG,2007.0,0,1,0,1.0
NCT00548769,Firategrast (SB683699) Surface Area Study in Multiple Sclerosis Patients,Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,Formulation A; Formulation B; Formulation C; Formulation D,37,2007-04-21,2007-11-26,COMPLETED,GlaxoSmithKline,37.0,1,4,219.0,0,DRUG,2007.0,0,1,0,1.0
NCT01454115,"Study to Evaluate the Safety, Pharmacokinetics and Tolerability of BMS-708163",Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG,BMS-708163 (Gamma-Secretase Inhibitor); BMS-708163 (Gamma-Secretase Inhibitor); BMS-708163 (Gamma-Secretase Inhibitor); BMS-708163 (Gamma-Secretase Inhibitor); BMS-708163 (Gamma-Secretase Inhibitor); BMS-708163 (Gamma-Secretase Inhibitor); BMS-708163 (Gamma-Secretase Inhibitor); BMS-708163 (Gamma-Secretase Inhibitor); BMS-708163 (Gamma-Secretase Inhibitor); BMS-708163 (Gamma-Secretase Inhibitor); Placebo matching BMS-708163; Placebo matching BMS-708163,116,2007-06,2009-03,COMPLETED,Bristol-Myers Squibb,116.0,1,12,639.0,0,DRUG,2007.0,0,1,1,1.0
NCT00467935,Scotoma Reduction in AMD Patients Treated With Ranibizumab,Macular Degeneration,PHASE1; PHASE2,INTERVENTIONAL,DRUG,intravitreal injection Lucentis (ranibizumab),20,2007-03,2007-11,COMPLETED,Retina Research Foundation,20.0,1,1,245.0,0,DRUG,2007.0,0,0,0,1.0
NCT00756249,Safety Study of Carbamylated Erythropoietin (CEPO) to Treat Patients With Acute Ischemic Stroke,Acute Ischemic Stroke,PHASE1,INTERVENTIONAL,DRUG; DRUG,Lu AA24493 (CEPO); Placebo,16,2007-10,2008-09,COMPLETED,H. Lundbeck A/S,16.0,1,2,336.0,0,DRUG,2007.0,0,1,0,1.0
NCT00613054,Ph I Zactima + Imatinib Mesylate & Hydroxyurea for Pts w Recurrent Malignant Glioma,Glioblastoma; Gliosarcoma,PHASE1,INTERVENTIONAL,DRUG,"Zactima, Gleevec, Hydroxyurea",27,2007-11,2009-03,COMPLETED,Annick Desjardins,27.0,2,1,486.0,0,DRUG,2007.0,1,0,0,1.0
NCT00605059,Evaluation of [123I] AV94 and SPECT in Subjects With Alzheimer Disease in Comparison to Healthy Subjects,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG,[123I]AV94,3,2007-08,2008-06,TERMINATED,Institute for Neurodegenerative Disorders,3.0,1,1,305.0,0,DRUG,2007.0,0,0,0,0.0
NCT02283788,Trial to Evaluate the Effect of Eslicarbazepine Acetate on Cardiac Repolarization,Epilepsy,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,BIA 2-093; Moxifloxacin; Placebo,67,2007-03,2007-06,COMPLETED,Bial - Portela C S.A.,67.0,1,3,92.0,0,DRUG,2007.0,0,1,0,1.0
NCT00639262,Combination of Sorafenib and Radiation for Brain Metastases and Primary Brain Tumors,Brain Metastases; Primary Brain Tumors,PHASE1,INTERVENTIONAL,DRUG; DRUG; RADIATION,Sorafenib; Temozolomide; Radiotherapy,35,2008-03,2012-09,COMPLETED,Sidney Kimmel Cancer Center at Thomas Jefferson University,35.0,2,3,1645.0,0,DRUG,2008.0,1,1,0,1.0
NCT00674141,Nasal Administration of Dexamethasone for Multiple Sclerosis (MS) Treatment,MS Patient With Relpasing Remitting Attacks,PHASE1,INTERVENTIONAL,DRUG,Dexamethasone soduim phosphate,10,2008-07,2008-12,WITHDRAWN,Hadassah Medical Organization,10.0,1,1,153.0,0,DRUG,2008.0,0,0,0,0.0
NCT00730314,Unrelated Hematopoietic Stem Cell Transplantation(HSCT) for Genetic Diseases of Blood Cells,Sickle Cell Disease; Thalassemia; Anemia; Granuloma; Wiskott-Aldrich Syndrome; Chediak Higashi Syndrome; Osteopetrosis; Neutropenia; Thrombocytopenia; Hurler Disease; Niemann-Pick Disease; Fucosidosis,PHASE1; PHASE2,INTERVENTIONAL,PROCEDURE,Hematopoietic stem cell transplantation,25,2008-08,2015-08,COMPLETED,Children's Hospital Los Angeles,25.0,12,1,2556.0,0,PROCEDURE,2008.0,1,0,0,1.0
NCT00838084,A Safety Study of LY2811376 Single Doses in Healthy Subjects,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,LY2811376; Placebo,61,2008-12,2009-06,COMPLETED,Eli Lilly and Company,61.0,1,2,182.0,0,DRUG,2008.0,0,1,0,1.0
NCT00789568,A Phase 1 Study to Evaluate Effects of Sapropterin Dihydrochloride on QTc Intervals in Healthy Adult Subjects,Phenylketonuria,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,sapropterin dihydrochloride; Moxifloxacin; Moxifloxacin placebo,56,2008-10,2009-01,COMPLETED,BioMarin Pharmaceutical,56.0,1,3,92.0,1,DRUG,2008.0,0,1,0,1.0
NCT00949793,In Vivo Confocal Endomicroscopy of the Brain,Brain Neoplasms,PHASE1,INTERVENTIONAL,DEVICE,Endomicroscope,30,2008-03,2009-11,COMPLETED,Carl Zeiss Surgical GmbH,30.0,1,1,610.0,1,DEVICE,2008.0,0,0,0,1.0
NCT00649207,A Phase I Study of ABT-888 in Combination With Conventional Whole Brain Radiation Therapy (WBRT) in Cancer Patients With Brain Metastases,Brain Diseases; Brain Neoplasms; Central Nervous System Diseases; Neoplasm Metastasis; Nervous System Neoplasms,PHASE1,INTERVENTIONAL,DRUG; RADIATION,ABT-888; Whole Brain Radiation Therapy,80,2008-03,2013-03,COMPLETED,"AbbVie (prior sponsor, Abbott)",80.0,5,2,1826.0,0,DRUG,2008.0,1,1,0,1.0
NCT00780806,Safety And Blood Collection Study Of Meningococcal B Rlp2086 Vaccine In Adults,"Meningitis, Meningococcal",PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; PROCEDURE,meningococcal B rLP2086 vaccine candidate; Blood draw,60,2008-10,2010-05,COMPLETED,Wyeth is now a wholly owned subsidiary of Pfizer,60.0,1,2,577.0,0,BIOLOGICAL,2008.0,0,1,0,1.0
NCT00638196,Placebo vs. Linoleic Acid Controlled Assessment of Treatment Efficacy in MS,Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG,Linoleic Acid/Oleic Acid,9,2008-03,2012-09,TERMINATED,University of Rochester,9.0,1,1,1645.0,0,DRUG,2008.0,0,0,0,0.0
NCT00847704,Clinic-Based AMES Treatment of Stroke,Stroke; Cerebrovascular Accident,PHASE1; PHASE2,INTERVENTIONAL,DEVICE,Assisted movement and enhanced sensation,3,2008-04,2009-11,TERMINATED,Oregon Health and Science University,3.0,2,1,579.0,0,DEVICE,2008.0,1,0,0,0.0
NCT00538616,Precedex Versus Propofol-Awakening for Reducing Brain Injury Expansion,Brain Injury; Intracranial Pressure,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Dexmedetomidine; Propofol,8,2008-01,2008-02,COMPLETED,Carmelo Graffagnino,8.0,2,2,31.0,0,DRUG,2008.0,1,1,0,1.0
NCT00900237,Study to Evaluate Pharmacokinetics and Tolerability of Multiple Doses of Eslicarbazepine Acetate and Oxcarbazepine,Partial Epilepsy,PHASE1,INTERVENTIONAL,DRUG; DRUG,Eslicarbazepine acetate; Oxcarbazepine,14,2008-11,2008-12,COMPLETED,Bial - Portela C S.A.,14.0,1,2,30.0,0,DRUG,2008.0,0,1,0,1.0
NCT00875784,"An Open-label, Randomized, 3-period Crossover Study to Evaluate Sumatriptan Pharmacokinetics for a TREXIMA™ (Sumatriptan Succinate / Naproxen Sodium) Tablet Followed by IMITREX® (Sumatriptan Succinate)",Migraine Disorders,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,TREXIMA™; IMITREX® (4mg); IMITREX® (6mg); IMITREX Tablet 100mg,30,2008-05-06,2008-06-14,COMPLETED,GlaxoSmithKline,30.0,1,4,39.0,0,DRUG,2008.0,0,1,0,1.0
NCT00836628,Study of Busulfan for Refractory Central Nervous System (CNS) Tumors,Refractory Brain Tumors,PHASE1,INTERVENTIONAL,DRUG,Busulfan,0,2008-07,2010-10,WITHDRAWN,Ann & Robert H Lurie Children's Hospital of Chicago,0.0,1,1,822.0,0,DRUG,2008.0,0,0,0,0.0
NCT00596284,Cognitive Behavior Therapy for Treating Anxiety in People With Dementia,Anxiety Disorders; Dementia,PHASE1,INTERVENTIONAL,BEHAVIORAL; BEHAVIORAL,Cognitive Behavioral Therapy of Anxiety in Dementia (CBT-AD); Enhanced Usual Care (EUC),34,2008-01,2010-06,COMPLETED,Baylor College of Medicine,34.0,2,2,882.0,0,BEHAVIORAL,2008.0,1,1,0,1.0
NCT00965887,Bioequivalence of Two Tablet Forms of MK0974 (0974-045),Migraine,PHASE1,INTERVENTIONAL,DRUG; DRUG,MK0974 Ethanolate formulation; Comparator: MK0974 Hydrate formulation,36,2008-03,2008-05,COMPLETED,Merck Sharp & Dohme LLC,36.0,1,2,61.0,1,DRUG,2008.0,0,1,0,1.0
NCT00611728,Ph I SU011248 + Irinotecan in Treatment of Pts w MG,Glioblastoma,PHASE1,INTERVENTIONAL,DRUG,SU011248 & Irinotecan,25,2008-03,2010-06,COMPLETED,Duke University,25.0,1,1,822.0,0,DRUG,2008.0,0,0,0,1.0
NCT00989625,A Pharmacokinetic Study to Evaluate TREXIMET in Adolescents With Migraine and Healthy Subjects Administered at Three Doses.,Migraine Disorders,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,This is a pharmacokinetic study (Treximet); This is a pharmacokinetic study (Treximet); This is a pharmacokinetic study (Treximet),50,2008-11-04,2009-09-10,COMPLETED,GlaxoSmithKline,50.0,1,3,310.0,0,DRUG,2008.0,0,1,0,1.0
NCT00734773,Pilot Study of MGd + High-dose MTX-Based Chemoimmunotherapy + RT for Newly Dx PCNSL,Brain and Central Nervous System Tumors; Lymphoma; Neurotoxicity,EARLY_PHASE1,INTERVENTIONAL,BIOLOGICAL; DRUG; DRUG; DRUG; DRUG; DRUG; RADIATION,Rituximab; Cytarabine; Methotrexate; Motexafin gadolinium; Procarbazine hydrochloride; Vincristine sulfate; Radiation therapy,0,2008-11,,WITHDRAWN,Northwestern University,0.0,3,7,,0,BIOLOGICAL,2008.0,1,1,0,0.0
NCT00718770,A Pilot Clinical Trial for Poorly Differentiated Thyroid Cancer - Correlation to Retinoid and Peroxisome-proliferator-activated Receptor (PPARy) Expression,Thyroid Cancer,EARLY_PHASE1,INTERVENTIONAL,DRUG,Bexarotene,10,2008-11,2013-01,COMPLETED,"University of Colorado, Denver",10.0,1,1,1522.0,0,DRUG,2008.0,0,0,0,1.0
NCT00572182,MK0752 in Treating Young Patients With Recurrent or Refractory CNS Cancer,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,DRUG,MK-0752,33,2008-07,2011-02,TERMINATED,Pediatric Brain Tumor Consortium,33.0,1,1,945.0,0,DRUG,2008.0,0,0,0,0.0
NCT00723983,"Phase I, Open Label, Single-Dose, Four Way Crossover Study to Compare the PK of NP101 With Oral Imitrex® (50mg) in Migraine Subjects During an Acute Migraine Attack and During a Non-Migraine Period",Migraine Disorders,PHASE1,INTERVENTIONAL,DRUG; DRUG,Sumatriptan succinate; NP101 Study Patch,23,2008-11,2009-09,COMPLETED,NuPathe Inc.,23.0,1,2,304.0,1,DRUG,2008.0,0,1,0,1.0
NCT00650923,"Aflibercept, Radiation Therapy, and Temozolomide in Treating Patients With Newly Diagnosed or Recurrent Glioblastoma Multiforme, Gliosarcoma, or Other Malignant Glioma",Adult Anaplastic Astrocytoma; Adult Anaplastic Oligodendroglioma; Adult Giant Cell Glioblastoma; Adult Glioblastoma; Adult Gliosarcoma; Adult Mixed Glioma; Recurrent Adult Brain Tumor,PHASE1,INTERVENTIONAL,DRUG; PROCEDURE; DRUG; PROCEDURE; PROCEDURE,ziv-aflibercept; radiation therapy; temozolomide; pharmacological study; laboratory biomarker analysis,61,2008-07,2013-06,COMPLETED,National Cancer Institute (NCI),61.0,7,5,1796.0,0,DRUG,2008.0,1,1,0,1.0
NCT00713765,Pharmacokinetic Interaction Between AZD3480 and Donepezil,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,AZD3480; Donepezil,33,2008-12,2008-12,TERMINATED,AstraZeneca,33.0,1,2,0.0,0,DRUG,2008.0,0,1,0,0.0
NCT00734526,Phase I Portion of Phase I/II Sorafenib With Radiation and Temozolomide in Newly Diagnosed Glioblastoma or Gliosarcoma,Glioblastoma; Gliosarcoma,PHASE1,INTERVENTIONAL,DRUG; RADIATION; DRUG,Temozolomide; Radiation; Sorafenib,18,2008-12-18,2012-12,TERMINATED,M.D. Anderson Cancer Center,18.0,2,3,1444.0,0,DRUG,2008.0,1,1,0,0.0
NCT00726726,Drug Interaction Study With a Potential Alzheimer's Disease Compound,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,"Interacting drugs - Cooperstown Cocktail (midazolam, warfarin, (+ vitamin K), caffeine, omeprazole and dextromethorphan); BMS-708163; BMS-708163 + Cooperstown Cocktail",22,2008-08,2008-10,COMPLETED,Bristol-Myers Squibb,22.0,1,3,61.0,0,DRUG,2008.0,0,1,0,1.0
NCT00805103,Perfexion Brain Metastasis,Brain Metastases,PHASE1,INTERVENTIONAL,RADIATION,Hypofractionated stereotactic radiotherapy,9,2008-12,2016-03,TERMINATED,"University Health Network, Toronto",9.0,1,1,2647.0,0,RADIATION,2008.0,0,0,0,0.0
NCT00653536,A Study to Evaluate the Effects of the Neuroflo Device in People Who Have Had a Stroke,Acute Stroke,PHASE1,INTERVENTIONAL,DEVICE,NeuroFlo,0,2008-03,2013-01,WITHDRAWN,"University of California, Los Angeles",0.0,1,1,1767.0,0,DEVICE,2008.0,0,0,0,0.0
NCT01240356,CLOTBUST Hands-Free: A Phase I/II Pilot Safety Trial,Stroke,PHASE1; PHASE2,INTERVENTIONAL,DEVICE; DEVICE,2-MHz transcranial Doppler ultrasound; 2-MHz transcranial Doppler ultrasound insonation,35,2008-12,2013-10,COMPLETED,"The University of Texas Health Science Center, Houston",35.0,1,2,1765.0,0,DEVICE,2008.0,0,1,0,1.0
NCT00613223,Ph I Dose Escalation Trial of Vandetanib in Combo w Etoposide for Malignant Gliomas,Gliosarcoma; Glioblastoma,PHASE1,INTERVENTIONAL,DRUG,Vandetanib and Etoposide,49,2008-02,2010-10,COMPLETED,Annick Desjardins,49.0,2,1,973.0,0,DRUG,2008.0,1,0,0,1.0
NCT00800150,"Total Marrow and Total Lymph Node Irradiation, Fludarabine, and Melphalan Followed By Donor Stem Cell Transplant in Treating Patients With Advanced Hematological Cancer That Has Not Responded to Treatment",Chronic Myeloproliferative Disorders; Leukemia; Lymphoma; Multiple Myeloma and Plasma Cell Neoplasm; Myelodysplastic Syndromes; Myelodysplastic/Myeloproliferative Neoplasms,PHASE1,INTERVENTIONAL,DRUG; DRUG; PROCEDURE; RADIATION; RADIATION; RADIATION; RADIATION,fludarabine phosphate; melphalan; nonmyeloablative allogeneic hematopoietic stem cell transplantation; intensity-modulated radiation therapy; tomotherapy; total marrow irradiation; total nodal irradiation,6,2008-11,2010-10,TERMINATED,City of Hope Medical Center,6.0,6,7,699.0,0,DRUG,2008.0,1,1,0,0.0
NCT02169479,Pharmacokinetic-pharmacodynamic Interaction Between Each of Three Diferente Single Doses of BIA 9-1067 and a Single-dose of Immediate-release 100/25 mg Levodopa/Carbidopa,Parkinson's Disease (PD),PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,BIA 9-1067; Placebo; Sinemet® 100/25,16,2008-09,2008-12,COMPLETED,Bial - Portela C S.A.,16.0,1,3,91.0,0,DRUG,2008.0,0,1,0,1.0
NCT00966030,Bioequivalence of the Tablet and Liquid-Filled Capsule Forms of MK0974 (0974-042),Migraine,PHASE1,INTERVENTIONAL,DRUG; DRUG,MK0974 tablet; Comparator: MK0974 liquid filled capsule,50,2008-03,2008-05,COMPLETED,Merck Sharp & Dohme LLC,50.0,1,2,61.0,1,DRUG,2008.0,0,1,0,1.0
NCT00609999,Ph I Dasatinib + Erlotinib in Recurrent MG,Glioblastoma; Gliosarcoma,PHASE1,INTERVENTIONAL,DRUG,Erlotinib and Dasatinib,47,2008-01,2010-07,COMPLETED,Duke University,47.0,2,1,912.0,0,DRUG,2008.0,1,0,0,1.0
NCT00860951,P300 Brain Computer Interface Keyboard to Operate Assistive Technology,Healthy; Amyotrophic Lateral Sclerosis; Neuromuscular Disease; Spinal Cord Injury; Cerebral Palsy,PHASE1; PHASE2,INTERVENTIONAL,DEVICE,Brain Computer Interface Keyboard,29,2008-09,2012-05,COMPLETED,University of Michigan,29.0,5,1,1338.0,0,DEVICE,2008.0,1,0,0,1.0
NCT00464958,One Year Extension Study To Protocol C2/5/TZ:MS-05,Spasticity; Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG,sublingual tizanidine 12 mg,10,2008-01,2008-12,TERMINATED,Teva GTC,10.0,2,1,335.0,0,DRUG,2008.0,1,0,0,0.0
NCT01028794,Autologous Bone Marrow Mononuclear Cell Transplantation for Stroke Patients,Cerebral Embolism; Stroke,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL,autologous bone marrow mononuclear cells; autologous bone marrow mononuclear cells,12,2008-05,2013-07,COMPLETED,"National Cerebral and Cardiovascular Center, Japan",12.0,2,2,1887.0,0,BIOLOGICAL,2008.0,1,1,0,1.0
NCT00916266,Autologous Bone Marrow Stem Cells Transplantation in Patients With Temporal Lobe Epilepsy,Epilepsy,PHASE1,INTERVENTIONAL,PROCEDURE,Stem cell transplantation,20,2008-07,2011-11,COMPLETED,Instituto do Cerebro de Brasilia,20.0,1,1,1218.0,0,PROCEDURE,2008.0,0,0,0,1.0
NCT00395200,Mesenchymal Stem Cells in Multiple Sclerosis (MSCIMS),Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,PROCEDURE,MSC Treatment,10,2008-07,2010-12,COMPLETED,University of Cambridge,10.0,1,1,883.0,0,PROCEDURE,2008.0,0,0,0,1.0
NCT00931073,A Phase I Study To Estimate The Effect Of Ketoconazole And Omeprazole On The Pharmacokinetics Of Dimebon In Healthy Subjects Who Are Normal Or Poor CYP2D6 Metabolizers,Alzheimer's Disease; Huntington's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,Dimebon alone; Dimebon + Ketoconazole; Dimebon + Omeprazole,24,2009-07,2009-10,COMPLETED,Pfizer,24.0,2,3,92.0,0,DRUG,2009.0,1,1,0,1.0
NCT00935545,Study of Peptide Vaccination With Tumor Associated Antigens Mixed With Montanide in Patients With CNS Tumors,"Tumors, Central Nervous System",PHASE1,INTERVENTIONAL,BIOLOGICAL,Montanide,15,2009-07,2014-01,COMPLETED,NYU Langone Health,15.0,1,1,1645.0,0,BIOLOGICAL,2009.0,0,0,0,1.0
NCT02442557,Safety and Dose-finding Study of DC-TAB in Healthy Subjects,Multiple Sclerosis,PHASE1,INTERVENTIONAL,BIOLOGICAL; OTHER,recombinant human alpha B-crystallin; placebo comparator,76,2009-12,2010-10,COMPLETED,Delta Crystallon BV,76.0,1,2,304.0,0,BIOLOGICAL,2009.0,0,1,0,1.0
NCT01044966,A Study of Intraventricular Liposomal Encapsulated Ara-C (DepoCyt) in Patients With Recurrent Glioblastoma,Glioblastoma Multiforme; Glioma; Astrocytoma; Brain Tumor,PHASE1; PHASE2,INTERVENTIONAL,DRUG,ITV DepoCyt + Temozolomide,12,2009-09,2013-08,TERMINATED,Medical University of South Carolina,12.0,4,1,1430.0,0,DRUG,2009.0,1,0,0,0.0
NCT00996723,Clinical Trial Evaluating the Combination of Vandetanib and Dasatinib During and After Radiation Therapy (RT) in Children With Newly Diagnosed Diffuse Intrinsic Pontine Glioma (DIPG),Diffuse Intrinsic Pontine Glioma,PHASE1,INTERVENTIONAL,DRUG,vandetanib and dasatinib,25,2009-10,2012-04,COMPLETED,St. Jude Children's Research Hospital,25.0,1,1,913.0,0,DRUG,2009.0,0,0,0,1.0
NCT00884533,QTc Study of Rosi XR in Healthy Volunteers,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; OTHER; DRUG,Rosi XR; Placebo; Moxifloxacin,0,2009-06,2009-08,WITHDRAWN,GlaxoSmithKline,0.0,1,3,61.0,0,DRUG,2009.0,0,1,0,0.0
NCT00988598,"A Brief Study To Evaluate The Safety, Tolerability, And Blood Levels Of Multiple Doses Of PF-044467943 Or Placebo In Combination With Donepezil In Subjects With Mild To Moderate Alzheimer's Disease",Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,PF-04447943; Placebo,15,2009-10-26,2010-07-05,COMPLETED,Pfizer,15.0,1,2,252.0,0,DRUG,2009.0,0,1,0,1.0
NCT00826930,"Trans Sodium Crocetinate (TSC) Study of Intra-tumoral Oxygen Concentration, Safety, and Pharmacokinetics in Patients With High Grade Glioma",High Grade Glioma,PHASE1,INTERVENTIONAL,DRUG,Trans Sodium Crocetinate (TSC),1,2009-03,2009-05,TERMINATED,Diffusion Pharmaceuticals Inc,1.0,1,1,61.0,1,DRUG,2009.0,0,0,0,0.0
NCT00977795,A Study of the Specificity and Sensitivity of 5-ALA Fluorescence in Malignant Brain Tumors,Brain Neoplasms,PHASE1; PHASE2,INTERVENTIONAL,DRUG,5-aminolevulinic acid,0,2009-09,2010-01,WITHDRAWN,Endeavor Health,0.0,1,1,122.0,0,DRUG,2009.0,0,0,0,0.0
NCT01617577,Efficacy and Safety of Filgrastim in Alzheimer's Disease,Alzheimer's Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,G-CSF; filgrastim; Placebo,8,2009-06,2012-02,COMPLETED,University of South Florida,8.0,1,3,975.0,0,DRUG,2009.0,0,1,0,1.0
NCT01083667,SOD1 Inhibition by Pyrimethamine in Familial Amyotrophic Lateral Sclerosis (ALS),Familial Amyotrophic Lateral Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Pyrimethamine,32,2009-11,2014-12,COMPLETED,Weill Medical College of Cornell University,32.0,1,1,1856.0,0,DRUG,2009.0,0,0,0,1.0
